Jour;Catégorie client;Puissance moyenne journalière (W)
2023-08-27;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);2846208552.0
2023-09-12;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3144218.0
2023-09-12;Puissance moyenne journalière de la consommation profilée HTA (W);4934627.0
2023-09-15;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10149049193.0
2023-09-15;Puissance moyenne journalière de la production cogénération profilée (W);31677.0
2023-10-06;Puissance moyenne journalière de la consommation totale (W);31201752363.0
2023-10-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10509783279.0
2023-10-06;Puissance moyenne journalière de la production télérelevée totale (W);4615634484.0
2023-10-13;Puissance moyenne journalière de la production télérelevée totale (W);12392290186.0
2023-10-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);8142962273.0
2023-10-15;Puissance moyenne journalière de la production autres totale (W);912007876.0
2023-10-31;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14192282293.0
2023-10-31;Puissance moyenne journalière de la production autres totale (W);1369097340.0
2023-10-31;Puissance moyenne journalière de la production hydraulique profilée (W);961748.0
2023-11-06;Puissance moyenne journalière de la consommation totale (W);39014196520.0
2023-11-06;Puissance moyenne journalière de la production profilée totale (W);152351968.0
2023-11-24;Puissance moyenne journalière de la consommation totale HTA (W);12785671733.0
2023-11-27;Puissance moyenne journalière de la production télérelevée totale (W);11304562441.0
2023-11-27;Puissance moyenne journalière de la production autres totale (W);1472939300.0
2023-11-27;Puissance moyenne journalière de la production cogénération profilée (W);195340.0
2023-11-27;Puissance moyenne journalière de la production autres profilée (W);1461845.0
2023-12-04;Puissance moyenne journalière de la production hydraulique profilée (W);1500362.0
2023-12-23;Puissance moyenne journalière de la consommation télérelevée HTA (W);8745329570.0
2023-12-23;Puissance moyenne journalière de la production autres totale (W);1704993365.0
2023-12-26;Puissance moyenne journalière de la production cogénération totale (W);1258316049.0
2023-12-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);5985473.0
2023-12-28;Puissance moyenne journalière de la consommation profilée HTA (W);3680167.0
2023-12-28;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);15865229.0
2023-12-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4860974397.0
2023-12-28;Puissance moyenne journalière de la production télérelevée totale (W);14115845892.0
2024-01-08;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);6160551983.0
2024-01-17;Puissance moyenne journalière de la production totale (W);9324714119.0
2024-01-27;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4951542.0
2024-02-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);359860377.0
2024-02-21;Puissance moyenne journalière de la consommation totale (W);43234400128.0
2024-02-21;Puissance moyenne journalière de la production autres profilée (W);1466967.0
2024-03-20;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);249500021.0
2024-03-20;Puissance moyenne journalière de la production profilée totale (W);389345754.0
2024-03-21;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3730172.0
2024-03-21;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);225275037.0
2024-03-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);13211896896.0
2024-03-21;Puissance moyenne journalière de la production hydraulique profilée (W);1953199.0
2024-03-23;Puissance moyenne journalière de la consommation télérelevée HTA (W);9247002383.0
2024-03-23;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4076656993.0
2024-03-25;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4037201.0
2024-03-25;Puissance moyenne journalière de la production télérelevée totale (W);9277688346.0
2024-04-09;Puissance moyenne journalière de la production profilée totale (W);394386463.0
2024-04-09;Puissance moyenne journalière de la production cogénération profilée (W);36229.0
2024-04-09;Puissance moyenne journalière de la production hydraulique profilée (W);1891938.0
2024-04-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3863739909.0
2024-04-12;Puissance moyenne journalière de la production autres profilée (W);1468893.0
2024-04-15;Puissance moyenne journalière de la consommation totale HTA (W);11927756768.0
2024-04-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);11924191806.0
2024-04-15;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4437635909.0
2024-04-15;Puissance moyenne journalière de la production autres totale (W);1561366338.0
2024-04-15;Puissance moyenne journalière de la production hydraulique profilée (W);1854623.0
2024-04-24;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5209128414.0
2024-04-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);318774806.0
2024-04-24;Puissance moyenne journalière de la production autres profilée (W);1399660.0
2024-04-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);12880337163.0
2024-04-25;Puissance moyenne journalière de la production autres totale (W);1448319423.0
2024-04-29;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);9463040.0
2024-04-29;Puissance moyenne journalière de la production profilée totale (W);312490578.0
2024-05-01;Puissance moyenne journalière de la production totale (W);4711843933.0
2024-05-01;Puissance moyenne journalière de la production télérelevée totale (W);4509084078.0
2024-05-01;Puissance moyenne journalière de la production profilée totale (W);202759854.0
2024-05-04;Puissance moyenne journalière de la consommation totale HTA (W);9070491425.0
2024-05-04;Puissance moyenne journalière de la production totale (W);6448595480.0
2024-05-04;Puissance moyenne journalière de la production profilée totale (W);329106842.0
2024-05-04;Puissance moyenne journalière de la production cogénération profilée (W);44718.0
2024-05-13;Puissance moyenne journalière de la consommation profilée HTA (W);2831919.0
2024-05-13;Puissance moyenne journalière de la production cogénération profilée (W);42367.0
2024-05-22;Puissance moyenne journalière de la production totale (W);8893802010.0
2024-05-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);12143709035.0
2024-05-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);182613212.0
2024-05-26;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);6027030.0
2024-05-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11354998277.0
2024-05-26;Puissance moyenne journalière de la production totale (W);7452898210.0
2024-05-26;Puissance moyenne journalière de la production télérelevée totale (W);7014151799.0
2024-05-31;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4426508103.0
2024-05-31;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3601863303.0
2024-05-31;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11214868523.0
2024-06-09;Puissance moyenne journalière de la production profilée totale (W);417711509.0
2024-07-17;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);15065772.0
2024-07-17;Puissance moyenne journalière de la production profilée totale (W);639053974.0
2024-07-23;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4750541316.0
2024-07-23;Puissance moyenne journalière de la production autres profilée (W);1667603.0
2024-08-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);179207982.0
2024-08-09;Puissance moyenne journalière de la production cogénération totale (W);19145099.0
2024-08-11;Puissance moyenne journalière de la consommation totale HTA (W);8883399933.0
2024-08-11;Puissance moyenne journalière de la production télérelevée totale (W);6567871725.0
2024-08-19;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3197884713.0
2024-08-19;Puissance moyenne journalière de la production profilée totale (W);577641604.0
2024-08-21;Puissance moyenne journalière de la consommation totale HTA (W);11447024665.0
2024-08-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10319330970.0
2024-09-02;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);10861934.0
2024-09-02;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10753868512.0
2024-09-02;Puissance moyenne journalière de la production totale (W);5329386324.0
2024-09-02;Puissance moyenne journalière de la production cogénération profilée (W);19969.0
2024-09-04;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10514881589.0
2024-09-04;Puissance moyenne journalière de la production télérelevée totale (W);3762727258.0
2024-09-04;Puissance moyenne journalière de la production autres profilée (W);1393827.0
2024-09-09;Puissance moyenne journalière de la production profilée totale (W);247847128.0
2024-09-23;Puissance moyenne journalière de la consommation totale (W);30796221222.0
2024-09-23;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4395367064.0
2024-09-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4121006.0
2024-09-23;Puissance moyenne journalière de la production télérelevée totale (W);6636973956.0
2024-09-29;Puissance moyenne journalière de la production autres totale (W);1252833426.0
2024-09-29;Puissance moyenne journalière de la production cogénération profilée (W);16405.0
2024-10-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12475420415.0
2024-10-03;Puissance moyenne journalière de la production totale (W);8316474292.0
2024-10-03;Puissance moyenne journalière de la production télérelevée totale (W);8021645502.0
2024-10-07;Puissance moyenne journalière de la consommation télérelevée HTA (W);12203052919.0
2024-10-07;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12450181511.0
2024-10-07;Puissance moyenne journalière de la production télérelevée totale (W);6649290803.0
2024-10-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3882287949.0
2024-10-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11355889906.0
2024-10-29;Puissance moyenne journalière de la consommation télérelevée HTA (W);12625836179.0
2024-10-29;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);11428432.0
2024-10-29;Puissance moyenne journalière de la production télérelevée totale (W);3691898161.0
2024-10-29;Puissance moyenne journalière de la production autres profilée (W);1550864.0
2024-11-04;Puissance moyenne journalière de la consommation profilée HTA (W);17921054.0
2024-11-04;Puissance moyenne journalière de la production totale (W);5751748690.0
2024-11-04;Puissance moyenne journalière de la production télérelevée totale (W);5542686647.0
2024-11-06;Puissance moyenne journalière de la consommation profilée HTA (W);17994554.0
2024-11-17;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);408298277.0
2024-11-17;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);11259490.0
2024-11-17;Puissance moyenne journalière de la production profilée totale (W);111767072.0
2024-11-18;Puissance moyenne journalière de la production cogénération profilée (W);1210975.0
2024-11-23;Puissance moyenne journalière de la consommation télérelevée HTA (W);10245215394.0
2024-11-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);495437996.0
2024-11-23;Puissance moyenne journalière de la production cogénération profilée (W);1220283.0
2024-11-26;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5594950348.0
2024-11-26;Puissance moyenne journalière de la consommation profilée HTA (W);20500561.0
2024-11-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);17940401680.0
2024-11-27;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);15092197.0
2024-11-27;Puissance moyenne journalière de la production totale (W);13398797795.0
2024-11-27;Puissance moyenne journalière de la production profilée totale (W);174508103.0
2024-12-08;Puissance moyenne journalière de la production cogénération totale (W);1024071366.0
2025-01-05;Puissance moyenne journalière de la consommation totale HTA (W);8750202409.0
2025-01-05;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);468630244.0
2025-01-14;Puissance moyenne journalière de la consommation profilée HTA (W);11563304.0
2025-01-20;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);28949767081.0
2025-01-20;Puissance moyenne journalière de la production télérelevée totale (W);4547923558.0
2025-01-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);399674150.0
2025-01-28;Puissance moyenne journalière de la consommation profilée HTA (W);13703713.0
2025-01-28;Puissance moyenne journalière de la production profilée totale (W);124558192.0
2025-02-10;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);441341701.0
2025-02-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);24077284676.0
2025-02-10;Puissance moyenne journalière de la production cogénération totale (W);1256631585.0
2025-02-16;Puissance moyenne journalière de la consommation télérelevée HTA (W);9481500956.0
2025-02-16;Puissance moyenne journalière de la production profilée totale (W);338526589.0
2025-02-16;Puissance moyenne journalière de la production autres profilée (W);1359943.0
2025-02-18;Puissance moyenne journalière de la production cogénération totale (W);1226056311.0
2025-02-18;Puissance moyenne journalière de la production hydraulique profilée (W);1803142.0
2025-03-25;Puissance moyenne journalière de la consommation totale HTA (W);12997905186.0
2025-03-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4464290080.0
2025-03-25;Puissance moyenne journalière de la production totale (W);7337875115.0
2025-03-25;Puissance moyenne journalière de la production télérelevée totale (W);6972695831.0
2025-03-25;Puissance moyenne journalière de la production autres profilée (W);1448056.0
2025-03-27;Puissance moyenne journalière de la consommation télérelevée HTA (W);12891950104.0
2025-03-27;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);276751584.0
2025-03-30;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);7597027.0
2025-03-30;Puissance moyenne journalière de la production totale (W);10157258081.0
2025-03-30;Puissance moyenne journalière de la production hydraulique profilée (W);1711866.0
2025-04-17;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);227134038.0
2025-04-17;Puissance moyenne journalière de la consommation profilée HTA (W);8434704.0
2025-04-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14726728556.0
2025-04-17;Puissance moyenne journalière de la production cogénération profilée (W);26152.0
2025-04-21;Puissance moyenne journalière de la production autres profilée (W);1666102.0
2025-04-22;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4620117666.0
2025-04-22;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);205461267.0
2025-04-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);13357367682.0
2025-04-22;Puissance moyenne journalière de la production cogénération profilée (W);21979.0
2025-04-24;Puissance moyenne journalière de la consommation profilée HTA (W);8280047.0
2025-04-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);13587306732.0
2025-04-24;Puissance moyenne journalière de la production hydraulique profilée (W);1774653.0
2025-05-18;Puissance moyenne journalière de la production cogénération totale (W);9626842.0
2025-06-02;Puissance moyenne journalière de la consommation totale (W);30494815655.0
2025-06-02;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);7474572.0
2025-06-04;Puissance moyenne journalière de la production cogénération totale (W);19269405.0
2025-07-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);159702049.0
2025-07-08;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);8695021.0
2025-07-08;Puissance moyenne journalière de la production hydraulique profilée (W);612174.0
2025-07-08;Puissance moyenne journalière de la production autres profilée (W);1459788.0
2025-07-10;Puissance moyenne journalière de la consommation totale HTA (W);13586695996.0
2025-07-10;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4940884073.0
2025-07-10;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);8805911.0
2025-07-10;Puissance moyenne journalière de la production profilée totale (W);893439063.0
2025-07-10;Puissance moyenne journalière de la production autres totale (W);1111514210.0
2025-07-23;Puissance moyenne journalière de la consommation totale HTA (W);12936179955.0
2025-07-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);9987677.0
2025-07-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);168542729.0
2025-07-23;Puissance moyenne journalière de la production profilée totale (W);445325474.0
2025-08-01;Puissance moyenne journalière de la consommation totale (W);30381322614.0
2025-08-01;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4534766044.0
2025-08-01;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3598683715.0
2025-08-01;Puissance moyenne journalière de la production totale (W);8499756394.0
2025-08-01;Puissance moyenne journalière de la production autres totale (W);1069893257.0
2025-08-18;Puissance moyenne journalière de la production cogénération profilée (W);23327.0
2025-08-28;Puissance moyenne journalière de la consommation totale HTA (W);12670586808.0
2025-08-28;Puissance moyenne journalière de la consommation télérelevée HTA (W);12662715820.0
2025-08-28;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4514774195.0
2025-08-28;Puissance moyenne journalière de la production profilée totale (W);400516364.0
2025-08-28;Puissance moyenne journalière de la production cogénération profilée (W);20155.0
2020-09-21;Puissance moyenne journalière de la consommation totale HTA (W);12986007726.0
2020-09-21;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);52306561.0
2020-09-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3637503395.0
2020-09-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10780875047.0
2020-09-21;Puissance moyenne journalière de la production totale (W);2558553770.0
2020-09-21;Puissance moyenne journalière de la production télérelevée totale (W);2046176697.0
2020-10-03;Puissance moyenne journalière de la consommation totale (W);33562748645.0
2020-10-03;Puissance moyenne journalière de la consommation totale HTA (W);9544373249.0
2020-10-03;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4016356078.0
2020-10-03;Puissance moyenne journalière de la production totale (W);5973745065.0
2020-10-03;Puissance moyenne journalière de la production profilée totale (W);280037345.0
2020-10-05;Puissance moyenne journalière de la production profilée totale (W);308863701.0
2020-10-05;Puissance moyenne journalière de la production autres profilée (W);6422801.0
2020-10-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4556872467.0
2020-10-12;Puissance moyenne journalière de la consommation profilée HTA (W);1381510394.0
2020-10-12;Puissance moyenne journalière de la production hydraulique profilée (W);8187860.0
2020-11-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);47489801.0
2020-11-03;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);426718.0
2020-11-03;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);62401553.0
2020-11-20;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);86707297.0
2020-11-20;Puissance moyenne journalière de la production totale (W);5537642664.0
2020-11-20;Puissance moyenne journalière de la production télérelevée totale (W);5237187082.0
2020-11-20;Puissance moyenne journalière de la production hydraulique profilée (W);8803289.0
2020-11-22;Puissance moyenne journalière de la consommation totale (W);41506252488.0
2020-11-22;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4019616321.0
2020-11-26;Puissance moyenne journalière de la consommation totale HTA (W);13942017205.0
2020-12-08;Puissance moyenne journalière de la consommation profilée HTA (W);1635788035.0
2020-12-08;Puissance moyenne journalière de la production cogénération totale (W);1694126934.0
2020-12-24;Puissance moyenne journalière de la consommation totale HTA (W);10026068281.0
2020-12-24;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);48325007.0
2020-12-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);624635.0
2020-12-24;Puissance moyenne journalière de la consommation profilée HTA (W);1332128423.0
2020-12-25;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);42477693.0
2020-12-25;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);118581286.0
2020-12-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);26386208753.0
2020-12-25;Puissance moyenne journalière de la production cogénération totale (W);1638967172.0
2020-12-25;Puissance moyenne journalière de la production autres totale (W);1602301419.0
2020-12-25;Puissance moyenne journalière de la production autres profilée (W);2362218.0
2020-12-26;Puissance moyenne journalière de la consommation totale HTA (W);8879353200.0
2020-12-26;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);5039480062.0
2020-12-26;Puissance moyenne journalière de la production profilée totale (W);247323780.0
2020-12-28;Puissance moyenne journalière de la consommation totale HTA (W);10634566289.0
2020-12-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);127195813.0
2020-12-28;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);5952790588.0
2020-12-28;Puissance moyenne journalière de la production hydraulique profilée (W);10493798.0
2021-01-12;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4112851882.0
2021-01-12;Puissance moyenne journalière de la production autres profilée (W);2150613.0
2021-01-21;Puissance moyenne journalière de la consommation totale HTA (W);14179256439.0
2021-01-21;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3624721113.0
2021-01-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5787426400.0
2021-01-21;Puissance moyenne journalière de la production hydraulique profilée (W);5782420.0
2021-01-23;Puissance moyenne journalière de la consommation totale HTA (W);10567902870.0
2021-01-23;Puissance moyenne journalière de la consommation télérelevée HTA (W);10275916157.0
2021-01-23;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2107275253.0
2021-01-23;Puissance moyenne journalière de la production totale (W);8592574578.0
2021-01-23;Puissance moyenne journalière de la production télérelevée totale (W);8453227013.0
2021-01-23;Puissance moyenne journalière de la production hydraulique profilée (W);5788181.0
2021-01-29;Puissance moyenne journalière de la consommation télérelevée HTA (W);13100832591.0
2021-01-29;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2301197535.0
2021-02-10;Puissance moyenne journalière de la consommation télérelevée HTA (W);14183133989.0
2021-02-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);29899563570.0
2021-02-10;Puissance moyenne journalière de la production cogénération totale (W);1793100937.0
2021-02-10;Puissance moyenne journalière de la production hydraulique profilée (W);6048071.0
2021-02-21;Puissance moyenne journalière de la consommation télérelevée HTA (W);8650931768.0
2021-02-27;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);111960069.0
2021-02-27;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2681807005.0
2021-03-18;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);123560413.0
2021-03-18;Puissance moyenne journalière de la production télérelevée totale (W);6811353193.0
2021-03-18;Puissance moyenne journalière de la production cogénération profilée (W);274044.0
2021-03-20;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4905398651.0
2021-03-20;Puissance moyenne journalière de la production profilée totale (W);654913123.0
2021-03-20;Puissance moyenne journalière de la production cogénération profilée (W);279124.0
2021-04-07;Puissance moyenne journalière de la consommation totale (W);46891701228.0
2021-04-07;Puissance moyenne journalière de la production totale (W);7357183183.0
2021-04-24;Puissance moyenne journalière de la consommation totale (W);30972225461.0
2021-04-24;Puissance moyenne journalière de la consommation totale HTA (W);9418258159.0
2021-04-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1246917.0
2021-04-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3436871897.0
2021-04-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14357760080.0
2021-04-24;Puissance moyenne journalière de la production hydraulique profilée (W);4099008.0
2021-04-24;Puissance moyenne journalière de la production autres profilée (W);2012209.0
2021-05-05;Puissance moyenne journalière de la consommation totale (W);38340408909.0
2021-05-06;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);89603409.0
2021-05-06;Puissance moyenne journalière de la production hydraulique profilée (W);6240923.0
2021-05-13;Puissance moyenne journalière de la consommation profilée HTA (W);275882663.0
2021-05-13;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2025323659.0
2021-05-17;Puissance moyenne journalière de la consommation totale (W);35837789395.0
2021-05-17;Puissance moyenne journalière de la production totale (W);12409782952.0
2021-05-17;Puissance moyenne journalière de la production hydraulique profilée (W);6474165.0
2021-05-22;Puissance moyenne journalière de la consommation télérelevée HTA (W);9195810148.0
2021-05-22;Puissance moyenne journalière de la production totale (W);11574955863.0
2021-05-22;Puissance moyenne journalière de la production hydraulique profilée (W);6485260.0
2021-05-31;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);61156577.0
2021-05-31;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3420933650.0
2021-05-31;Puissance moyenne journalière de la production totale (W);7127901455.0
2021-05-31;Puissance moyenne journalière de la production autres totale (W);1455151790.0
2021-05-31;Puissance moyenne journalière de la production hydraulique profilée (W);6373101.0
2021-06-08;Puissance moyenne journalière de la consommation totale (W);32742284417.0
2021-06-08;Puissance moyenne journalière de la consommation télérelevée HTA (W);13220901460.0
2021-06-08;Puissance moyenne journalière de la consommation profilée HTA (W);270069863.0
2021-06-08;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2700838038.0
2021-06-08;Puissance moyenne journalière de la production cogénération profilée (W);47278.0
2021-06-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);12679355898.0
2021-06-25;Puissance moyenne journalière de la consommation profilée HTA (W);276492532.0
2021-06-25;Puissance moyenne journalière de la production autres totale (W);1443633088.0
2021-06-30;Puissance moyenne journalière de la consommation totale HTA (W);13439501735.0
2021-06-30;Puissance moyenne journalière de la production totale (W);5182031604.0
2021-07-11;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2024932272.0
2021-07-11;Puissance moyenne journalière de la production télérelevée totale (W);3675755311.0
2021-07-11;Puissance moyenne journalière de la production hydraulique profilée (W);5267807.0
2021-07-25;Puissance moyenne journalière de la production autres totale (W);1250431530.0
2021-07-26;Puissance moyenne journalière de la consommation télérelevée HTA (W);12500684888.0
2021-07-26;Puissance moyenne journalière de la production autres totale (W);1225735254.0
2021-08-04;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1861760288.0
2021-08-04;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2141250.0
2021-08-04;Puissance moyenne journalière de la production cogénération profilée (W);19728.0
2021-08-04;Puissance moyenne journalière de la production hydraulique profilée (W);4419636.0
2021-08-05;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2146777.0
2021-08-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3523426303.0
2021-08-19;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3550554858.0
2021-08-19;Puissance moyenne journalière de la production télérelevée totale (W);3567176362.0
2021-08-19;Puissance moyenne journalière de la production cogénération totale (W);14091984.0
2021-08-29;Puissance moyenne journalière de la consommation télérelevée HTA (W);8414552136.0
2021-08-29;Puissance moyenne journalière de la production totale (W);6208640409.0
2021-08-29;Puissance moyenne journalière de la production profilée totale (W);640176019.0
2021-08-29;Puissance moyenne journalière de la production cogénération profilée (W);28788.0
2021-09-11;Puissance moyenne journalière de la consommation totale HTA (W);9991646451.0
2021-09-11;Puissance moyenne journalière de la production totale (W);4112327689.0
2021-09-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3899926689.0
2021-09-25;Puissance moyenne journalière de la consommation profilée HTA (W);224049327.0
2021-09-29;Puissance moyenne journalière de la consommation totale (W);33823030247.0
2021-09-29;Puissance moyenne journalière de la consommation télérelevée HTA (W);13180791051.0
2021-10-02;Puissance moyenne journalière de la consommation télérelevée HTA (W);9578883875.0
2021-10-11;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2949077327.0
2021-10-15;Puissance moyenne journalière de la consommation profilée HTA (W);295637742.0
2021-10-15;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);15150853656.0
2021-10-15;Puissance moyenne journalière de la production profilée totale (W);508325900.0
2021-10-15;Puissance moyenne journalière de la production cogénération profilée (W);59725.0
2021-10-15;Puissance moyenne journalière de la production hydraulique profilée (W);2192545.0
2021-10-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);12798480419.0
